table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,de,Baasrode-Zuid / Baasrode-Sud,,,Baasrode-Zuid
stops,stop_name,en,Baasrode-Sud / Baasrode-Zuid,,,Baasrode-Zuid
stops,stop_name,fr,Buggenhout,,,Buggenhout
stops,stop_name,nl,Buggenhout,,,Buggenhout
stops,stop_name,de,Buggenhout,,,Buggenhout
stops,stop_name,en,Buggenhout,,,Buggenhout
stops,stop_name,fr,Malderen,,,Malderen
stops,stop_name,nl,Malderen,,,Malderen
stops,stop_name,de,Malderen,,,Malderen
stops,stop_name,en,Malderen,,,Malderen
stops,stop_name,fr,Londerzeel,,,Londerzeel
stops,stop_name,nl,Londerzeel,,,Londerzeel
stops,stop_name,de,Londerzeel,,,Londerzeel
stops,stop_name,en,Londerzeel,,,Londerzeel
stops,stop_name,fr,Kapelle-op-den-Bos,,,Kapelle-op-den-Bos
stops,stop_name,nl,Kapelle-op-den-Bos,,,Kapelle-op-den-Bos
stops,stop_name,de,Kapelle-op-den-Bos,,,Kapelle-op-den-Bos
stops,stop_name,en,Kapelle-op-den-Bos,,,Kapelle-op-den-Bos
stops,stop_name,fr,Malines,,,Malines
stops,stop_name,nl,Mechelen,,,Malines
stops,stop_name,de,Mechelen / Malines,,,Malines
stops,stop_name,en,Malines / Mechelen,,,Malines
stops,stop_name,fr,Tielen,,,Tielen
stops,stop_name,nl,Tielen,,,Tielen
stops,stop_name,de,Tielen,,,Tielen
stops,stop_name,en,Tielen,,,Tielen
stops,stop_name,fr,Turnhout,,,Turnhout
stops,stop_name,nl,Turnhout,,,Turnhout
stops,stop_name,de,Turnhout,,,Turnhout
stops,stop_name,en,Turnhout,,,Turnhout
stops,stop_name,fr,Begijnendijk,,,Begijnendijk
stops,stop_name,nl,Begijnendijk,,,Begijnendijk
stops,stop_name,de,Begijnendijk,,,Begijnendijk
stops,stop_name,en,Begijnendijk,,,Begijnendijk
stops,stop_name,fr,Booischot,,,Booischot
stops,stop_name,nl,Booischot,,,Booischot
stops,stop_name,de,Booischot,,,Booischot
stops,stop_name,en,Booischot,,,Booischot
stops,stop_name,fr,Heist-op-den-Berg,,,Heist-op-den-Berg
stops,stop_name,nl,Heist-op-den-Berg,,,Heist-op-den-Berg
stops,stop_name,de,Heist-op-den-Berg,,,Heist-op-den-Berg
stops,stop_name,en,Heist-op-den-Berg,,,Heist-op-den-Berg
stops,stop_name,fr,Melkouwen,,,Melkouwen
stops,stop_name,nl,Melkouwen,,,Melkouwen
stops,stop_name,de,Melkouwen,,,Melkouwen
stops,stop_name,en,Melkouwen,,,Melkouwen
stops,stop_name,fr,Berlaar,,,Berlaar
stops,stop_name,nl,Berlaar,,,Berlaar
stops,stop_name,de,Berlaar,,,Berlaar
stops,stop_name,en,Berlaar,,,Berlaar
stops,stop_name,fr,Bouwel,,,Bouwel
stops,stop_name,nl,Bouwel,,,Bouwel
stops,stop_name,de,Bouwel,,,Bouwel
stops,stop_name,en,Bouwel,,,Bouwel
stops,stop_name,fr,Herentals,,,Herentals
stops,stop_name,nl,Herentals,,,Herentals
stops,stop_name,de,Herentals,,,Herentals
stops,stop_name,en,Herentals,,,Herentals
stops,stop_name,fr,Wolfstee,,,Wolfstee
stops,stop_name,nl,Wolfstee,,,Wolfstee
stops,stop_name,de,Wolfstee,,,Wolfstee
stops,stop_name,en,Wolfstee,,,Wolfstee
stops,stop_name,fr,Nijlen,,,Nijlen
stops,stop_name,nl,Nijlen,,,Nijlen
stops,stop_name,de,Nijlen,,,Nijlen
stops,stop_name,en,Nijlen,,,Nijlen
stops,stop_name,fr,Kessel,,,Kessel
stops,stop_name,nl,Kessel,,,Kessel
stops,stop_name,de,Kessel,,,Kessel
stops,stop_name,en,Kessel,,,Kessel
stops,stop_name,fr,Boechout,,,Boechout
stops,stop_name,nl,Boechout,,,Boechout
stops,stop_name,de,Boechout,,,Boechout
stops,stop_name,en,Boechout,,,Boechout
stops,stop_name,fr,Lierre,,,Lierre
stops,stop_name,nl,Lier,,,Lierre
stops,stop_name,de,Lier / Lierre,,,Lierre
stops,stop_name,en,Lierre / Lier,,,Lierre
stops,stop_name,fr,Sint-Mariaburg,,,Sint-Mariaburg
stops,stop_name,nl,Sint-Mariaburg,,,Sint-Mariaburg
stops,stop_name,de,Sint-Mariaburg,,,Sint-Mariaburg
stops,stop_name,en,Sint-Mariaburg,,,Sint-Mariaburg
stops,stop_name,fr,Kapellen,,,Kapellen
stops,stop_name,nl,Kapellen,,,Kapellen
stops,stop_name,de,Kapellen,,,Kapellen
stops,stop_name,en,Kapellen,,,Kapellen
stops,stop_name,fr,Heide,,,Heide
stops,stop_name,nl,Heide,,,Heide
stops,stop_name,de,Heide,,,Heide
stops,stop_name,en,Heide,,,Heide
stops,stop_name,fr,Kijkuit,,,Kijkuit
stops,stop_name,nl,Kijkuit,,,Kijkuit
stops,stop_name,de,Kijkuit,,,Kijkuit
stops,stop_name,en,Kijkuit,,,Kijkuit
stops,stop_name,fr,Kalmthout,,,Kalmthout
stops,stop_name,nl,Kalmthout,,,Kalmthout
stops,stop_name,de,Kalmthout,,,Kalmthout
stops,stop_name,en,Kalmthout,,,Kalmthout
stops,stop_name,fr,Wildert,,,Wildert
stops,stop_name,nl,Wildert,,,Wildert
stops,stop_name,de,Wildert,,,Wildert
stops,stop_name,en,Wildert,,,Wildert
stops,stop_name,fr,Essen,,,Essen
stops,stop_name,nl,Essen,,,Essen
stops,stop_name,de,Essen,,,Essen
stops,stop_name,en,Essen,,,Essen
stops,stop_name,fr,Hove,,,Hove
stops,stop_name,nl,Hove,,,Hove
stops,stop_name,de,Hove,,,Hove
stops,stop_name,en,Hove,,,Hove
stops,stop_name,fr,Kontich-Lint,,,Kontich-Lint
stops,stop_name,nl,Kontich-Lint,,,Kontich-Lint
stops,stop_name,de,Kontich-Lint,,,Kontich-Lint
stops,stop_name,en,Kontich-Lint,,,Kontich-Lint
stops,stop_name,fr,Mortsel-Liersesteenweg,,,Mortsel-Liersesteenweg
stops,stop_name,nl,Mortsel-Liersesteenweg,,,Mortsel-Liersesteenweg
stops,stop_name,de,Mortsel-Liersesteenweg,,,Mortsel-Liersesteenweg
stops,stop_name,en,Mortsel-Liersesteenweg,,,Mortsel-Liersesteenweg
stops,stop_name,fr,Mortsel-Oude God,,,Mortsel-Oude God
stops,stop_name,nl,Mortsel-Oude God,,,Mortsel-Oude God
stops,stop_name,de,Mortsel-Oude God,,,Mortsel-Oude God
stops,stop_name,en,Mortsel-Oude God,,,Mortsel-Oude God
stops,stop_name,fr,Anvers-Sud,,,Anvers-Sud
stops,stop_name,nl,Antwerpen-Zuid,,,Anvers-Sud
stops,stop_name,de,Antwerpen-Zuid / Anvers-Sud,,,Anvers-Sud
stops,stop_name,en,Anvers-Sud / Antwerpen-Zuid,,,Anvers-Sud
stops,stop_name,fr,Mortsel-Deurnesteenweg,,,Mortsel-Deurnesteenweg
stops,stop_name,nl,Mortsel-Deurnesteenweg,,,Mortsel-Deurnesteenweg
stops,stop_name,de,Mortsel-Deurnesteenweg,,,Mortsel-Deurnesteenweg
stops,stop_name,en,Mortsel-Deurnesteenweg,,,Mortsel-Deurnesteenweg
stops,stop_name,fr,Mortsel,,,Mortsel
stops,stop_name,nl,Mortsel,,,Mortsel
stops,stop_name,de,Mortsel,,,Mortsel
stops,stop_name,en,Mortsel,,,Mortsel
stops,stop_name,fr,Anvers-Berchem,,,Anvers-Berchem
stops,stop_name,nl,Antwerpen-Berchem,,,Anvers-Berchem
stops,stop_name,de,Antwerpen-Berchem / Anvers-Berchem,,,Anvers-Berchem
stops,stop_name,en,Anvers-Berchem / Antwerpen-Berchem,,,Anvers-Berchem
stops,stop_name,fr,Noorderkempen (Brecht),,,Noorderkempen (Brecht)
stops,stop_name,nl,Noorderkempen (Brecht),,,Noorderkempen (Brecht)
stops,stop_name,de,Noorderkempen (Brecht),,,Noorderkempen (Brecht)
stops,stop_name,en,Noorderkempen (Brecht),,,Noorderkempen (Brecht)
stops,stop_name,fr,Anvers-Noorderdokken,,,Anvers-Noorderdokken
stops,stop_name,nl,Antwerpen-Noorderdokken,,,Anvers-Noorderdokken
stops,stop_name,de,Antwerpen-Noorderdokken / Anvers-Noorderdokken,,,Anvers-Noorderdokken
stops,stop_name,en,Anvers-Noorderdokken / Antwerpen-Noorderdokken,,,Anvers-Noorderdokken
stops,stop_name,fr,Ekeren,,,Ekeren
stops,stop_name,nl,Ekeren,,,Ekeren
stops,stop_name,de,Ekeren,,,Ekeren
stops,stop_name,en,Ekeren,,,Ekeren
stops,stop_name,fr,Anvers-Luchtbal,,,Anvers-Luchtbal
stops,stop_name,nl,Antwerpen-Luchtbal,,,Anvers-Luchtbal
stops,stop_name,de,Antwerpen-Luchtbal / Anvers-Luchtbal,,,Anvers-Luchtbal
stops,stop_name,en,Anvers-Luchtbal / Antwerpen-Luchtbal,,,Anvers-Luchtbal
stops,stop_name,fr,Anvers-Central,,,Anvers-Central
stops,stop_name,nl,Antwerpen-Centraal,,,Anvers-Central
stops,stop_name,de,Antwerpen-Centraal / Anvers-Central,,,Anvers-Central
stops,stop_name,en,Anvers-Central / Antwerpen-Centraal,,,Anvers-Central
stops,stop_name,fr,Brussels Airport-Zaventem,,,Brussels Airport-Zaventem
stops,stop_name,nl,Brussels Airport-Zaventem,,,Brussels Airport-Zaventem
stops,stop_name,de,Brussels Airport-Zaventem,,,Brussels Airport-Zaventem
stops,stop_name,en,Brussels Airport-Zaventem,,,Brussels Airport-Zaventem
stops,stop_name,fr,Bruxelles-Ouest,,,Bruxelles-Ouest
stops,stop_name,nl,Brussel-West,,,Bruxelles-Ouest
stops,stop_name,de,Brus.-West / Brux.-Ouest,,,Bruxelles-Ouest
stops,stop_name,en,Brux.-Ouest/Brus.-West,,,Bruxelles-Ouest
stops,stop_name,fr,Tour-et-Taxis,,,Tour-et-Taxis
stops,stop_name,nl,Thurn-en-Taxis,,,Tour-et-Taxis
stops,stop_name,de,Thurn-en-Taxis / Tour-et-Taxis,,,Tour-et-Taxis
stops,stop_name,en,Tour-et-Taxis / Thurn-en-Taxis,,,Tour-et-Taxis
stops,stop_name,fr,Arcades,,,Arcades
stops,stop_name,nl,Arcades,,,Arcades
stops,stop_name,de,Arcades,,,Arcades
stops,stop_name,en,Arcades,,,Arcades
stops,stop_name,fr,Vivier D'Oie,,,Vivier D'Oie
stops,stop_name,nl,Diesdelle,,,Vivier D'Oie
stops,stop_name,de,Diesdelle / Vivier D'Oie,,,Vivier D'Oie
stops,stop_name,en,Vivier D'Oie / Diesdelle,,,Vivier D'Oie
stops,stop_name,fr,Boondael,,,Boondael
stops,stop_name,nl,Boondaal,,,Boondael
stops,stop_name,de,Boondaal / Boondael,,,Boondael
stops,stop_name,en,Boondael/Boondaal,,,Boondael
stops,stop_name,fr,Saint-Job,,,Saint-Job
stops,stop_name,nl,Sint-Job,,,Saint-Job
stops,stop_name,de,Sint-Job / Saint-Job,,,Saint-Job
stops,stop_name,en,Saint-Job / Sint-Job,,,Saint-Job
stops,stop_name,fr,Moensberg,,,Moensberg
stops,stop_name,nl,Moensberg,,,Moensberg
stops,stop_name,de,Moensberg,,,Moensberg
stops,stop_name,en,Moensberg,,,Moensberg
stops,stop_name,fr,Beersel,,,Beersel
stops,stop_name,nl,Beersel,,,Beersel
stops,stop_name,de,Beersel,,,Beersel
stops,stop_name,en,Beersel,,,Beersel
stops,stop_name,fr,Huizingen,,,Huizingen
stops,stop_name,nl,Huizingen,,,Huizingen
stops,stop_name,de,Huizingen,,,Huizingen
stops,stop_name,en,Huizingen,,,Huizingen
stops,stop_name,fr,Forest-Midi,,,Forest-Midi
stops,stop_name,nl,Vorst-Zuid,,,Forest-Midi
stops,stop_name,de,Vorst-Zuid / Forest-Midi,,,Forest-Midi
stops,stop_name,en,Forest-Midi / Vorst-Zuid,,,Forest-Midi
stops,stop_name,fr,Ruisbroek,,,Ruisbroek
stops,stop_name,nl,Ruisbroek,,,Ruisbroek
stops,stop_name,de,Ruisbroek,,,Ruisbroek
stops,stop_name,en,Ruisbroek,,,Ruisbroek
stops,stop_name,fr,Lot,,,Lot
stops,stop_name,nl,Lot,,,Lot
stops,stop_name,de,Lot,,,Lot
stops,stop_name,en,Lot,,,Lot
stops,stop_name,fr,Buizingen,,,Buizingen
stops,stop_name,nl,Buizingen,,,Buizingen
stops,stop_name,de,Buizingen,,,Buizingen
stops,stop_name,en,Buizingen,,,Buizingen
stops,stop_name,fr,Lembeek,,,Lembeek
stops,stop_name,nl,Lembeek,,,Lembeek
stops,stop_name,de,Lembeek,,,Lembeek
stops,stop_name,en,Lembeek,,,Lembeek
stops,stop_name,fr,Hal,,,Hal
stops,stop_name,nl,Halle,,,Hal
stops,stop_name,de,Halle / Hal,,,Hal
stops,stop_name,en,Hal / Halle,,,Hal
stops,stop_name,fr,Waterloo,,,Waterloo
stops,stop_name,nl,Waterloo,,,Waterloo
stops,stop_name,de,Waterloo,,,Waterloo
stops,stop_name,en,Waterloo,,,Waterloo
stops,stop_name,fr,Braine-l'Alleud,,,Braine-l'Alleud
stops,stop_name,nl,Eigenbrakel,,,Braine-l'Alleud
stops,stop_name,de,Braine-l'Alleud,,,Braine-l'Alleud
stops,stop_name,en,Braine-l'Alleud,,,Braine-l'Alleud
stops,stop_name,fr,Lillois,,,Lillois
stops,stop_name,nl,Lillois,,,Lillois
stops,stop_name,de,Lillois,,,Lillois
stops,stop_name,en,Lillois,,,Lillois
stops,stop_name,fr,Nivelles,,,Nivelles
stops,stop_name,nl,Nijvel,,,Nivelles
stops,stop_name,de,Nijvel / Nivelles,,,Nivelles
stops,stop_name,en,Nivelles / Nijvel,,,Nivelles
stops,stop_name,fr,De Hoek,,,De Hoek
stops,stop_name,nl,De Hoek,,,De Hoek
stops,stop_name,de,De Hoek,,,De Hoek
stops,stop_name,en,De Hoek,,,De Hoek
stops,stop_name,fr,Rhode-Saint-Genèse,,,Rhode-Saint-Genèse
stops,stop_name,nl,Sint-Genesius-Rode,,,Rhode-Saint-Genèse
stops,stop_name,de,St.-Gen.-Rode/Rhode-St-Gen.,,,Rhode-Saint-Genèse
stops,stop_name,en,Rhode-St-Gen./St.-Gen.-Rode,,,Rhode-Saint-Genèse
stops,stop_name,fr,Holleken,,,Holleken
stops,stop_name,nl,Holleken,,,Holleken
stops,stop_name,de,Holleken,,,Holleken
stops,stop_name,en,Holleken,,,Holleken
stops,stop_name,fr,Linkebeek,,,Linkebeek
stops,stop_name,nl,Linkebeek,,,Linkebeek
stops,stop_name,de,Linkebeek,,,Linkebeek
stops,stop_name,en,Linkebeek,,,Linkebeek
stops,stop_name,fr,Uccle-Calevoet,,,Uccle-Calevoet
stops,stop_name,nl,Ukkel-Kalevoet,,,Uccle-Calevoet
stops,stop_name,de,Ukkel Kalevoet / Uccle-Calevoet,,,Uccle-Calevoet
stops,stop_name,en,Uccle-Calevoet / Ukkel-Kalevoet,,,Uccle-Calevoet
stops,stop_name,fr,Uccle-Stalle,,,Uccle-Stalle
stops,stop_name,nl,Ukkel-Stalle,,,Uccle-Stalle
stops,stop_name,de,Ukkel- / Uccle-Stalle,,,Uccle-Stalle
stops,stop_name,en,Uccle- / Ukkel-Stalle,,,Uccle-Stalle
stops,stop_name,fr,Forest-Est,,,Forest-Est
stops,stop_name,nl,Vorst-Oost,,,Forest-Est
stops,stop_name,de,Vorst-Oost / Forest-Est,,,Forest-Est
stops,stop_name,en,Forest-Est / Vorst-Oost,,,Forest-Est
stops,stop_name,fr,Bruxelles-Midi,,,Bruxelles-Midi
stops,stop_name,nl,Brussel-Zuid,,,Bruxelles-Midi
stops,stop_name,de,Brus.-Zuid / Brux.-Midi,,,Bruxelles-Midi
stops,stop_name,en,Brux.-Midi/Brus.-Zuid,,,Bruxelles-Midi
stops,stop_name,fr,Bruxelles-Congrès,,,Bruxelles-Congrès
stops,stop_name,nl,Brussel-Congres,,,Bruxelles-Congrès
stops,stop_name,de,Brüssel-Congres,,,Bruxelles-Congrès
stops,stop_name,en,Brussels-Congrès,,,Bruxelles-Congrès
stops,stop_name,fr,Bruxelles-Chapelle,,,Bruxelles-Chapelle
stops,stop_name,nl,Brussel-Kapellekerk,,,Bruxelles-Chapelle
stops,stop_name,de,Brus.-Kap. / Brux.-Chap.,,,Bruxelles-Chapelle
stops,stop_name,en,Brux.-Chap/Brus.-Kap.,,,Bruxelles-Chapelle
stops,stop_name,fr,Bruxelles-Central,,,Bruxelles-Central
stops,stop_name,nl,Brussel-Centraal,,,Bruxelles-Central
stops,stop_name,de,Brus.-/ Brux-Centr.,,,Bruxelles-Central
stops,stop_name,en,Brux.-/ Brus-Centr.,,,Bruxelles-Central
stops,stop_name,fr,Essene Lombeek,,,Essene Lombeek
stops,stop_name,nl,Essene Lombeek,,,Essene Lombeek
stops,stop_name,de,Essene-Lombeek,,,Essene Lombeek
stops,stop_name,en,Essene-Lombeek,,,Essene Lombeek
stops,stop_name,fr,Ternat,,,Ternat
stops,stop_name,nl,Ternat,,,Ternat
stops,stop_name,de,Ternat,,,Ternat
stops,stop_name,en,Ternat,,,Ternat
stops,stop_name,fr,Sint-Martens-Bodegem,,,Sint-Martens-Bodegem
stops,stop_name,nl,Sint-Martens-Bodegem,,,Sint-Martens-Bodegem
stops,stop_name,de,Sint-Martens-Bodegem,,,Sint-Martens-Bodegem
stops,stop_name,en,Sint-Martens-Bodegem,,,Sint-Martens-Bodegem
stops,stop_name,fr,Dilbeek,,,Dilbeek
stops,stop_name,nl,Dilbeek,,,Dilbeek
stops,stop_name,de,Dilbeek,,,Dilbeek
stops,stop_name,en,Dilbeek,,,Dilbeek
stops,stop_name,fr,Grand-Bigard,,,Grand-Bigard
stops,stop_name,nl,Groot-Bijgaarden,,,Grand-Bigard
stops,stop_name,de,Groot-Bijgaarden,,,Grand-Bigard
stops,stop_name,en,Groot-Bijgaarden,,,Grand-Bigard
stops,stop_name,fr,Berchem-Sainte-Agathe,,,Berchem-Sainte-Agathe
stops,stop_name,nl,Sint-Agatha-Berchem,,,Berchem-Sainte-Agathe
stops,stop_name,de,St-Ag./-Berchem-/St-Ag.,,,Berchem-Sainte-Agathe
stops,stop_name,en,St-Ag./-Berchem-/St-Ag.,,,Berchem-Sainte-Agathe
stops,stop_name,fr,Lebbeke,,,Lebbeke
stops,stop_name,nl,Lebbeke,,,Lebbeke
stops,stop_name,de,Lebbeke,,,Lebbeke
stops,stop_name,en,Lebbeke,,,Lebbeke
stops,stop_name,fr,Heizijde,,,Heizijde
stops,stop_name,nl,Heizijde,,,Heizijde
stops,stop_name,de,Heizijde,,,Heizijde
stops,stop_name,en,Heizijde,,,Heizijde
stops,stop_name,fr,Opwijk,,,Opwijk
stops,stop_name,nl,Opwijk,,,Opwijk
stops,stop_name,de,Opwijk,,,Opwijk
stops,stop_name,en,Opwijk,,,Opwijk
stops,stop_name,fr,Merchtem,,,Merchtem
stops,stop_name,nl,Merchtem,,,Merchtem
stops,stop_name,de,Merchtem,,,Merchtem
stops,stop_name,en,Merchtem,,,Merchtem
stops,stop_name,fr,Mollem,,,Mollem
stops,stop_name,nl,Mollem,,,Mollem
stops,stop_name,de,Mollem,,,Mollem
stops,stop_name,en,Mollem,,,Mollem
stops,stop_name,fr,Asse,,,Asse
stops,stop_name,nl,Asse,,,Asse
stops,stop_name,de,Asse,,,Asse
stops,stop_name,en,Asse,,,Asse
stops,stop_name,fr,Zellik,,,Zellik
stops,stop_name,nl,Zellik,,,Zellik
stops,stop_name,de,Zellik,,,Zellik
stops,stop_name,en,Zellik,,,Zellik
stops,stop_name,fr,Jette,,,Jette
stops,stop_name,nl,Jette,,,Jette
stops,stop_name,de,Jette,,,Jette
stops,stop_name,en,Jette,,,Jette
stops,stop_name,fr,Bockstael,,,Bockstael
stops,stop_name,nl,Bockstael,,,Bockstael
stops,stop_name,de,Bockstael,,,Bockstael
stops,stop_name,en,Bockstael,,,Bockstael
stops,stop_name,fr,Simonis,,,Simonis
stops,stop_name,nl,Simonis,,,Simonis
stops,stop_name,de,Simonis,,,Simonis
stops,stop_name,en,Simonis,,,Simonis
stops,stop_name,fr,Bruxelles-Nord,,,Bruxelles-Nord
stops,stop_name,nl,Brussel-Noord,,,Bruxelles-Nord
stops,stop_name,de,Brus.-Noord / Brux.-Nord,,,Bruxelles-Nord
stops,stop_name,en,Brux.-Nord/Brus.-Noord,,,Bruxelles-Nord
stops,stop_name,fr,Bruxelles-Schuman,,,Bruxelles-Schuman
stops,stop_name,nl,Brussel-Schuman,,,Bruxelles-Schuman
stops,stop_name,de,Brus./Brux.-Schuman,,,Bruxelles-Schuman
stops,stop_name,en,Brux./Brus.-Schuman,,,Bruxelles-Schuman
stops,stop_name,fr,Court-Saint-Etienne,,,Court-Saint-Etienne
stops,stop_name,nl,Court-Saint-Etienne,,,Court-Saint-Etienne
stops,stop_name,de,Court-Saint-Etienne,,,Court-Saint-Etienne
stops,stop_name,en,Court-Saint-Etienne,,,Court-Saint-Etienne
stops,stop_name,fr,Céroux-Mousty,,,Céroux-Mousty
stops,stop_name,nl,Céroux-Mousty,,,Céroux-Mousty
stops,stop_name,de,Céroux-Mousty,,,Céroux-Mousty
stops,stop_name,en,Céroux-Mousty,,,Céroux-Mousty
stops,stop_name,fr,Pécrot,,,Pécrot
stops,stop_name,nl,Pécrot,,,Pécrot
stops,stop_name,de,Pécrot,,,Pécrot
stops,stop_name,en,Pécrot,,,Pécrot
stops,stop_name,fr,Florival,,,Florival
stops,stop_name,nl,Florival,,,Florival
stops,stop_name,de,Florival,,,Florival
stops,stop_name,en,Florival,,,Florival
stops,stop_name,fr,Archennes,,,Archennes
stops,stop_name,nl,Eerken,,,Archennes
stops,stop_name,de,Eerken / Archennes,,,Archennes
stops,stop_name,en,Archennes / Eerken,,,Archennes
stops,stop_name,fr,Gastuche,,,Gastuche
stops,stop_name,nl,Gastuche,,,Gastuche
stops,stop_name,de,Gastuche,,,Gastuche
stops,stop_name,en,Gastuche,,,Gastuche
stops,stop_name,fr,Basse-Wavre,,,Basse-Wavre
stops,stop_name,nl,Basse-Wavre,,,Basse-Wavre
stops,stop_name,de,Basse-Wavre,,,Basse-Wavre
stops,stop_name,en,Basse-Wavre,,,Basse-Wavre
stops,stop_name,fr,Wavre,,,Wavre
stops,stop_name,nl,Waver,,,Wavre
stops,stop_name,de,Waver / Wavre,,,Wavre
stops,stop_name,en,Wavre / Waver,,,Wavre
stops,stop_name,fr,Bierges-Walibi,,,Bierges-Walibi
stops,stop_name,nl,Bierges-Walibi,,,Bierges-Walibi
stops,stop_name,de,Bierges-Walibi,,,Bierges-Walibi
stops,stop_name,en,Bierges-Walibi,,,Bierges-Walibi
stops,stop_name,fr,Louvain-la-Neuve,,,Louvain-la-Neuve
stops,stop_name,nl,Louvain-la-Neuve,,,Louvain-la-Neuve
stops,stop_name,de,Louvain-la-Neuve,,,Louvain-la-Neuve
stops,stop_name,en,Louvain-la-Neuve,,,Louvain-la-Neuve
stops,stop_name,fr,Limal,,,Limal
stops,stop_name,nl,Limal,,,Limal
stops,stop_name,de,Limal,,,Limal
stops,stop_name,en,Limal,,,Limal
stops,stop_name,fr,Ottignies,,,Ottignies
stops,stop_name,nl,Ottignies,,,Ottignies
stops,stop_name,de,Ottignies,,,Ottignies
stops,stop_name,en,Ottignies,,,Ottignies
stops,stop_name,fr,Profondsart,,,Profondsart
stops,stop_name,nl,Profondsart,,,Profondsart
stops,stop_name,de,Profondsart,,,Profondsart
stops,stop_name,en,Profondsart,,,Profondsart
stops,stop_name,fr,Rixensart,,,Rixensart
stops,stop_name,nl,Rixensart,,,Rixensart
stops,stop_name,de,Rixensart,,,Rixensart
stops,stop_name,en,Rixensart,,,Rixensart
stops,stop_name,fr,Genval,,,Genval
stops,stop_name,nl,Genval,,,Genval
stops,stop_name,de,Genval,,,Genval
stops,stop_name,en,Genval,,,Genval
stops,stop_name,fr,La Hulpe,,,La Hulpe
stops,stop_name,nl,Terhulpen,,,La Hulpe
stops,stop_name,de,Terhulpen / La Hulpe,,,La Hulpe
stops,stop_name,en,La Hulpe / Terhulpen,,,La Hulpe
stops,stop_name,fr,Hoeilaart,,,Hoeilaart
stops,stop_name,nl,Hoeilaart,,,Hoeilaart
stops,stop_name,de,Hoeilaart,,,Hoeilaart
stops,stop_name,en,Hoeilaart,,,Hoeilaart
stops,stop_name,fr,Groenendaal,,,Groenendaal
stops,stop_name,nl,Groenendaal,,,Groenendaal
stops,stop_name,de,Groenendaal,,,Groenendaal
stops,stop_name,en,Groenendaal,,,Groenendaal
stops,stop_name,fr,Boitsfort,,,Boitsfort
stops,stop_name,nl,Bosvoorde,,,Boitsfort
stops,stop_name,de,Bosvoorde / Boitsfort,,,Boitsfort
stops,stop_name,en,Boitsfort/Bosvoorde,,,Boitsfort
stops,stop_name,fr,Watermael,,,Watermael
stops,stop_name,nl,Watermaal,,,Watermael
stops,stop_name,de,Watermaal / Watermael,,,Watermael
stops,stop_name,en,Watermael / Watermaal,,,Watermael
stops,stop_name,fr,Etterbeek,,,Etterbeek
stops,stop_name,nl,Etterbeek,,,Etterbeek
stops,stop_name,de,Etterbeek,,,Etterbeek
stops,stop_name,en,Etterbeek,,,Etterbeek
stops,stop_name,fr,Germoir,,,Germoir
stops,stop_name,nl,Mouterij,,,Germoir
stops,stop_name,de,Mouterij / Germoir,,,Germoir
stops,stop_name,en,Germoir / Mouterij,,,Germoir
stops,stop_name,fr,Bruxelles-Luxembourg,,,Bruxelles-Luxembourg
stops,stop_name,nl,Brussel-Luxemburg,,,Bruxelles-Luxembourg
stops,stop_name,de,Brus./Brux.-Luxemb.,,,Bruxelles-Luxembourg
stops,stop_name,en,Brux./Brus.-Luxemb.,,,Bruxelles-Luxembourg
stops,stop_name,fr,Herent,,,Herent
stops,stop_name,nl,Herent,,,Herent
stops,stop_name,de,Herent,,,Herent
stops,stop_name,en,Herent,,,Herent
stops,stop_name,fr,Veltem,,,Veltem
stops,stop_name,nl,Veltem,,,Veltem
stops,stop_name,de,Veltem,,,Veltem
stops,stop_name,en,Veltem,,,Veltem
stops,stop_name,fr,Erps-Kwerps,,,Erps-Kwerps
stops,stop_name,nl,Erps-Kwerps,,,Erps-Kwerps
stops,stop_name,de,Erps-Kwerps,,,Erps-Kwerps
stops,stop_name,en,Erps-Kwerps,,,Erps-Kwerps
stops,stop_name,fr,Kortenberg,,,Kortenberg
stops,stop_name,nl,Kortenberg,,,Kortenberg
stops,stop_name,de,Kortenberg,,,Kortenberg
stops,stop_name,en,Kortenberg,,,Kortenberg
stops,stop_name,fr,Nossegem,,,Nossegem
stops,stop_name,nl,Nossegem,,,Nossegem
stops,stop_name,de,Nossegem,,,Nossegem
stops,stop_name,en,Nossegem,,,Nossegem
stops,stop_name,fr,Zaventem,,,Zaventem
stops,stop_name,nl,Zaventem,,,Zaventem
stops,stop_name,de,Zaventem,,,Zaventem
stops,stop_name,en,Zaventem,,,Zaventem
stops,stop_name,fr,Diegem,,,Diegem
stops,stop_name,nl,Diegem,,,Diegem
stops,stop_name,de,Diegem,,,Diegem
stops,stop_name,en,Diegem,,,Diegem
stops,stop_name,fr,Delta,,,Delta
stops,stop_name,nl,Delta,,,Delta
stops,stop_name,de,Delta,,,Delta
stops,stop_name,en,Delta,,,Delta
stops,stop_name,fr,Mérode,,,Mérode
stops,stop_name,nl,Merode,,,Mérode
stops,stop_name,de,Merode / Mérode,,,Mérode
stops,stop_name,en,Mérode/Merode,,,Mérode
stops,stop_name,fr,Vilvorde,,,Vilvorde
stops,stop_name,nl,Vilvoorde,,,Vilvorde
stops,stop_name,de,Vilvoorde / Vilvorde,,,Vilvorde
stops,stop_name,en,Vilvorde / Vilvoorde,,,Vilvorde
